cgpa,attendance,backlogs,study_hours,family_income,extracurricular,internships,coding_skill,communication_skill,projects,certifications,financial_stress,lms_engagement,mentor_sessions,dropout,placed,salary_lpa
6.38,47.2,0,5.2,1,0.0,0,6.5,5.2,5,1,1.6,58.5,1,0,1,8.3
8.7,82.9,0,5.1,2,4.1,1,4.5,7.1,3,0,3.6,58.5,1,0,1,8.71
6.36,100.0,1,4.3,1,5.7,0,7.1,4.3,3,1,9.3,78.4,1,1,1,8.18
7.86,98.2,0,4.3,1,5.0,1,3.3,4.5,1,1,8.3,48.5,2,0,1,7.23
6.48,83.5,0,1.5,2,5.6,0,6.7,2.6,0,2,3.8,48.2,1,0,1,7.66
7.15,73.8,0,5.4,2,6.0,0,6.8,7.1,1,4,3.4,63.6,2,0,1,8.93
7.96,69.1,0,1.3,3,4.3,1,6.0,5.2,2,1,3.6,72.5,1,1,1,8.33
6.4,73.8,0,1.4,2,5.5,0,5.6,3.3,2,1,5.9,64.5,2,1,1,6.29
8.3,85.6,0,3.8,2,5.2,0,5.8,7.4,5,1,4.2,78.0,0,0,1,9.91
5.71,66.7,2,2.4,2,4.0,0,3.4,5.6,1,0,5.0,74.2,1,1,1,5.92
7.38,88.6,0,3.5,1,9.6,0,3.0,4.2,5,0,6.4,50.1,1,1,1,6.45
8.2,100.0,0,3.9,2,4.5,3,6.8,7.5,1,1,4.5,60.9,2,0,1,10.24
7.86,77.1,0,6.0,3,0.5,0,4.7,5.0,3,0,3.2,71.4,0,0,1,7.89
9.49,59.2,0,3.9,4,9.4,0,6.5,2.6,4,3,0.6,44.6,2,0,1,10.21
6.01,59.2,2,2.2,1,3.6,0,9.1,7.6,1,0,6.2,46.8,0,1,1,7.33
5.21,88.9,2,4.3,2,7.5,0,4.4,4.0,2,1,5.2,31.3,5,1,1,4.41
5.71,77.2,1,1.9,2,4.0,1,4.1,10.0,1,0,3.1,84.0,0,1,1,7.3
7.86,90.3,0,4.7,1,6.8,1,4.8,4.8,2,2,6.9,100.0,3,0,1,8.98
7.65,70.5,0,3.3,3,5.4,0,5.6,1.7,2,0,7.0,46.9,0,1,1,7.21
7.13,89.6,0,3.8,1,7.7,1,6.9,9.2,3,1,6.4,72.0,0,1,1,8.36
5.54,75.8,2,0.4,3,5.0,0,5.4,5.6,1,1,5.3,85.5,2,1,1,6.79
8.0,67.7,0,0.0,2,4.1,0,10.0,6.2,2,0,7.6,37.1,2,1,1,10.81
5.41,72.4,0,0.8,1,6.1,0,6.5,6.5,3,3,6.2,67.5,1,1,1,7.58
8.51,61.2,0,6.0,3,4.7,0,7.3,3.0,2,0,6.3,87.1,1,1,1,7.64
10.0,100.0,0,1.4,1,1.3,3,5.4,1.4,6,0,1.0,55.3,3,1,1,12.52
7.48,76.7,0,4.4,3,4.2,0,7.8,9.6,2,0,2.7,59.0,3,0,1,10.52
7.76,87.0,0,2.2,3,10.0,1,5.0,2.6,2,0,1.8,88.2,1,0,1,6.54
6.36,70.5,2,2.8,2,1.5,0,4.0,9.0,1,2,8.5,52.2,0,1,0,7.42
4.65,63.3,2,3.1,1,6.0,1,7.6,6.7,1,2,7.7,49.2,1,1,1,6.76
6.22,74.7,0,5.8,2,5.0,0,5.4,6.0,2,1,2.5,57.0,2,1,1,7.63
5.58,93.4,0,4.1,2,9.5,1,6.1,4.8,3,2,3.0,97.1,1,1,1,7.51
5.12,70.7,1,3.8,3,3.1,0,7.8,10.0,3,2,1.1,76.7,1,0,1,7.81
9.24,65.8,0,5.3,2,5.7,0,5.8,4.3,3,1,6.0,71.5,2,0,1,7.39
7.35,80.2,0,2.2,2,7.0,1,5.2,4.4,0,2,5.7,71.3,3,1,1,9.03
7.49,85.0,0,4.9,3,5.1,0,4.3,7.0,2,1,3.3,38.5,0,0,1,7.08
6.6,100.0,2,4.6,3,3.8,0,7.9,4.3,0,0,2.3,72.1,1,1,1,10.75
6.78,83.0,0,4.6,3,5.5,0,4.7,3.7,1,2,4.2,52.5,0,1,1,8.23
8.25,87.0,0,3.0,1,4.8,0,5.4,5.6,2,2,10.0,57.2,1,1,1,9.87
6.96,88.1,2,2.5,2,4.8,0,6.2,7.1,0,2,4.4,56.2,0,1,0,5.51
7.69,61.9,1,1.8,2,7.5,0,6.2,9.5,1,2,7.9,80.0,1,1,1,8.79
6.75,64.5,2,1.9,3,6.4,0,7.8,9.9,1,2,3.6,97.8,0,1,0,6.89
6.56,62.8,0,1.7,3,6.7,0,5.3,2.1,2,2,6.5,43.0,1,1,1,7.32
5.17,59.3,0,3.8,3,6.2,0,8.7,7.8,2,2,5.7,82.7,0,0,1,8.5
4.43,89.1,1,2.8,1,7.6,1,4.9,3.7,3,3,6.2,58.4,2,1,1,8.61
6.66,82.1,2,3.9,3,8.4,0,6.4,3.8,1,0,5.8,77.2,1,1,1,5.67
7.07,79.1,0,4.0,3,4.9,0,5.1,4.6,5,1,7.0,68.1,0,1,1,8.64
5.33,41.7,2,1.5,1,7.3,1,10.0,4.5,1,2,6.4,49.8,2,1,1,8.95
6.96,100.0,2,1.5,1,2.6,1,4.7,3.6,2,2,5.9,49.5,0,1,0,7.65
7.07,65.5,0,2.8,1,0.5,0,4.9,1.0,2,0,7.8,57.9,2,1,1,7.05
4.2,100.0,4,2.0,2,9.5,0,5.8,8.6,2,2,9.0,69.3,1,1,0,7.51
5.81,57.7,1,1.8,2,4.8,1,4.9,7.5,2,0,2.1,72.1,3,1,1,8.38
7.53,66.6,0,5.9,1,6.1,0,6.2,5.7,1,2,3.4,100.0,0,0,1,8.71
7.5,47.2,0,0.7,2,2.8,0,8.3,3.8,2,3,8.5,73.1,0,1,1,9.56
5.5,83.1,0,6.4,3,2.7,0,5.8,8.2,1,2,3.0,36.3,0,1,1,6.52
7.21,62.6,0,3.7,3,3.9,1,5.9,5.6,2,1,7.1,87.4,1,1,1,8.15
8.33,63.0,0,4.8,3,6.9,0,5.0,4.5,3,2,2.7,74.2,2,0,1,7.26
8.01,58.8,0,4.6,3,4.4,1,4.3,2.4,3,4,3.2,59.1,0,0,1,8.36
6.88,88.9,2,4.2,2,4.8,0,5.7,6.8,0,0,7.7,40.2,2,0,1,7.46
6.39,88.0,1,5.9,3,3.9,1,5.5,5.0,1,5,6.0,56.7,3,1,1,6.89
6.18,100.0,1,1.5,2,8.1,1,8.2,6.2,3,0,2.7,85.7,1,0,1,9.94
7.61,68.4,0,2.9,3,7.4,0,3.3,6.0,1,1,5.7,72.3,1,1,1,6.46
7.25,81.1,0,1.8,3,4.4,2,8.8,7.0,2,0,2.7,89.5,1,0,1,10.27
7.82,59.9,1,0.5,3,7.0,1,5.2,6.1,0,0,5.3,88.4,1,1,1,7.75
7.17,73.3,0,2.1,2,5.0,1,5.8,5.1,1,4,5.4,66.5,0,1,1,8.98
8.06,70.7,0,6.2,1,4.8,1,3.1,6.8,2,3,5.9,0.0,0,1,1,5.81
7.12,84.5,0,2.9,2,5.4,1,6.8,7.6,2,2,3.9,44.3,2,1,1,9.36
8.02,92.2,0,6.4,1,6.9,0,3.3,8.8,2,0,2.4,31.5,1,0,1,6.81
8.13,91.9,0,6.5,1,3.5,1,6.4,3.5,1,3,4.8,90.7,2,0,1,8.67
5.95,66.2,2,8.0,2,6.6,0,6.1,7.9,1,0,6.9,72.6,1,1,1,8.0
4.65,92.0,1,6.2,1,10.0,1,4.8,2.5,4,4,7.3,58.0,1,1,1,6.79
9.01,77.4,0,7.0,3,5.9,1,0.7,7.7,4,1,2.4,51.9,2,0,1,7.49
7.33,73.5,0,3.7,2,5.6,0,10.0,4.5,0,1,7.8,84.0,2,0,1,9.16
4.77,68.1,2,3.6,3,5.3,2,3.1,7.4,2,1,5.1,44.3,3,0,1,5.67
6.07,70.2,6,3.7,2,6.6,0,6.1,8.7,4,1,6.7,36.5,1,1,1,9.84
8.0,100.0,0,3.2,1,2.0,0,3.8,6.2,1,1,3.9,34.7,1,1,1,9.35
6.64,82.3,0,3.4,1,9.2,2,7.9,5.7,0,2,10.0,64.4,1,1,1,7.82
6.33,80.4,0,4.4,3,7.7,1,4.6,5.6,3,1,5.4,45.9,1,0,1,8.46
8.82,74.3,0,2.5,1,4.1,0,3.8,4.9,3,2,9.9,82.2,2,0,1,9.88
5.64,100.0,0,1.0,3,5.6,0,6.9,8.0,5,2,2.9,61.9,1,1,1,8.5
5.96,96.3,0,3.8,1,4.3,0,2.6,5.6,0,2,2.1,34.1,0,0,1,4.76
7.27,67.9,2,2.1,2,6.2,0,4.5,1.4,4,0,3.2,57.1,3,1,0,6.16
7.51,74.2,0,2.3,1,5.6,1,7.1,7.6,1,0,8.7,42.3,1,1,1,10.35
7.65,75.0,0,3.0,2,6.0,0,9.0,7.5,1,4,2.7,59.2,5,0,1,11.65
8.18,80.0,0,2.6,1,3.2,1,3.3,5.9,1,1,9.8,83.4,1,0,1,7.4
7.26,68.2,0,5.0,3,4.4,2,4.1,4.2,2,0,2.7,58.5,0,0,1,9.55
7.64,84.1,0,2.9,1,8.0,2,6.3,3.5,3,1,7.2,48.1,0,1,1,8.1
6.66,98.3,1,5.1,1,4.3,1,0.9,4.2,0,2,6.9,70.3,0,0,1,6.03
7.08,59.6,1,3.5,1,0.0,0,8.6,6.2,2,2,5.6,52.9,1,0,1,8.33
7.14,62.2,0,3.1,4,5.2,1,3.2,2.1,2,0,2.6,72.1,1,1,1,6.55
7.28,71.2,0,3.5,2,10.0,1,4.5,6.6,2,5,3.1,67.9,0,0,1,8.76
8.0,71.9,0,1.1,2,7.4,1,6.1,5.9,3,1,9.8,40.3,2,0,1,8.23
7.72,100.0,0,3.7,2,4.2,0,5.6,8.4,4,1,6.5,35.1,2,0,1,9.52
7.06,92.0,2,4.6,3,5.4,0,3.3,7.2,2,1,0.6,53.9,0,0,1,5.64
5.95,91.2,1,4.8,1,7.0,2,9.5,4.4,1,0,3.2,69.5,0,1,1,9.93
7.09,74.3,0,1.0,3,1.6,0,0.0,2.4,1,2,5.6,95.9,0,0,1,5.41
6.96,74.0,0,0.8,3,3.6,1,2.9,4.2,2,1,4.3,38.6,2,1,1,6.94
7.25,57.7,0,2.3,1,6.4,0,4.0,8.6,2,0,2.2,41.0,2,1,1,7.09
9.87,88.9,0,5.4,1,9.0,2,3.3,6.4,3,0,10.0,80.6,0,1,1,10.52
6.32,84.9,0,3.6,2,4.5,0,8.3,7.0,2,1,0.0,64.9,1,1,1,9.53
7.55,96.0,1,2.0,1,8.9,0,1.7,4.5,2,0,5.3,57.4,0,0,1,5.26
8.39,75.0,0,0.9,1,3.8,2,9.1,6.8,2,0,6.4,74.4,3,1,1,11.3
7.13,76.0,0,2.1,2,0.0,1,4.9,2.8,2,1,3.8,85.8,1,0,0,6.99
10.0,80.4,0,2.0,1,7.1,2,2.4,7.7,0,1,8.3,81.7,0,1,1,9.51
6.51,90.5,1,4.7,3,6.7,1,0.7,3.5,1,1,5.5,46.9,1,0,1,4.37
7.42,57.4,0,4.8,2,7.1,0,5.0,1.9,4,1,5.7,69.7,0,1,1,7.66
5.96,88.3,0,1.5,2,7.0,0,3.9,10.0,1,1,5.2,83.5,0,1,1,6.77
6.54,77.7,2,4.4,2,5.9,1,6.0,6.1,2,0,6.6,55.1,0,0,1,9.01
7.32,63.2,1,4.2,2,4.9,0,4.5,6.0,2,4,4.8,68.4,1,1,1,7.53
8.1,48.8,0,1.3,2,5.0,0,7.7,2.1,1,2,1.9,49.2,1,0,1,8.62
7.41,76.1,1,3.1,3,4.5,0,5.2,7.0,3,0,6.6,41.9,1,0,1,7.52
8.64,98.3,0,3.7,2,4.6,0,4.5,7.6,4,0,9.4,69.2,0,1,1,7.11
6.88,100.0,2,3.5,2,1.5,0,7.7,5.4,1,2,5.5,79.4,0,0,1,8.06
6.57,83.0,0,0.5,3,2.8,0,6.0,7.6,3,2,4.6,76.2,0,1,0,9.18
10.0,100.0,0,3.4,2,5.1,0,7.3,8.1,3,0,5.2,34.2,1,0,1,11.24
7.51,77.4,1,4.2,1,0.6,0,8.1,6.9,2,1,3.3,87.3,1,0,1,8.51
6.06,91.3,2,5.7,1,1.1,2,4.8,1.5,0,0,5.1,72.7,0,0,1,7.46
6.1,71.7,0,2.1,2,4.8,1,5.6,3.5,4,1,7.2,83.6,0,0,1,9.32
5.77,70.8,0,2.3,3,5.2,1,7.4,9.2,1,1,4.9,42.5,2,0,1,7.74
8.22,68.5,0,2.9,3,4.8,0,0.0,6.0,0,1,8.3,78.0,1,1,1,5.54
6.53,49.2,0,3.7,3,0.3,0,5.3,6.0,2,1,6.1,74.0,0,1,1,8.44
7.17,96.0,1,3.4,1,8.9,1,5.0,4.1,3,0,5.4,35.9,2,1,1,9.27
6.92,69.0,1,4.2,3,2.3,0,6.4,4.5,1,0,5.9,70.1,2,1,0,7.34
7.95,66.8,1,1.4,2,3.7,1,3.7,8.2,1,0,4.9,40.6,1,1,1,9.14
5.9,61.5,0,3.8,4,2.7,1,8.0,8.8,1,0,0.0,61.6,1,1,1,10.18
5.6,75.1,0,2.0,3,8.4,0,3.8,7.4,2,1,6.7,100.0,2,1,1,7.06
7.29,100.0,0,3.0,2,6.4,0,4.4,6.9,0,2,6.5,67.1,1,1,1,6.88
7.78,100.0,1,5.9,3,4.5,0,4.0,7.1,3,2,10.0,59.0,1,1,1,8.59
7.43,54.7,0,1.0,2,4.3,2,8.3,5.7,3,0,4.1,31.6,2,0,1,9.6
5.95,73.0,0,2.8,2,5.9,0,0.7,3.4,2,0,7.0,67.1,1,0,1,3.59
7.88,63.5,0,1.2,2,2.8,0,9.6,3.0,1,1,3.6,58.3,1,1,1,7.25
6.03,91.8,1,3.4,1,6.3,1,8.9,8.4,2,0,4.4,21.1,1,0,1,10.38
6.32,82.0,1,4.9,1,4.3,0,4.2,5.7,0,0,10.0,39.5,0,1,1,6.98
5.77,69.1,1,3.5,3,6.6,0,7.9,6.8,2,1,0.0,79.1,1,0,1,6.03
8.69,79.0,0,3.0,2,6.6,0,5.8,6.2,0,0,5.3,87.2,0,0,1,7.36
7.82,71.3,0,5.3,3,4.2,0,9.3,6.3,6,0,8.3,62.8,0,1,1,10.03
7.79,100.0,0,3.7,2,1.0,2,7.7,6.5,0,3,1.8,81.6,3,0,1,10.85
8.62,85.7,0,4.5,3,5.0,0,10.0,7.2,1,1,3.2,62.0,3,0,1,10.34
10.0,87.4,0,4.3,3,2.3,0,1.9,4.3,1,2,6.4,46.2,1,0,1,8.09
4.78,40.7,2,0.0,3,5.7,0,5.9,8.2,3,1,1.6,100.0,0,1,0,7.36
6.04,77.1,0,3.1,2,4.9,0,1.5,4.3,0,0,6.1,33.1,0,1,1,4.55
6.2,100.0,1,1.5,4,4.2,0,4.3,6.3,1,1,1.5,69.8,1,0,1,6.5
5.89,96.6,1,1.9,2,2.6,0,10.0,3.4,0,1,8.4,48.3,1,0,1,9.09
5.6,52.1,2,5.6,3,8.1,1,6.6,5.5,3,1,7.3,57.2,2,1,1,7.08
6.61,73.6,0,2.6,2,4.5,1,7.8,4.5,5,0,4.2,93.1,1,1,1,8.54
5.42,61.2,1,6.2,1,10.0,0,6.7,5.8,0,3,0.0,62.2,0,1,1,6.17
7.44,100.0,0,0.9,2,5.6,0,6.5,7.3,1,1,6.5,54.9,3,0,1,8.75
7.07,81.4,1,1.5,2,6.3,0,4.3,6.0,3,2,7.7,50.4,2,1,1,5.91
7.63,67.3,0,4.4,1,5.6,0,3.9,9.7,3,0,7.5,72.6,3,1,1,5.96
7.66,78.5,0,2.7,2,6.3,0,4.2,7.4,2,2,6.2,42.4,0,1,1,8.75
7.78,41.5,0,3.7,1,7.9,3,0.0,5.3,3,0,6.9,63.2,0,1,1,6.1
6.51,62.8,0,3.0,4,7.9,1,5.3,5.6,0,0,2.5,58.7,1,1,0,6.03
9.76,78.5,0,3.0,2,1.6,1,6.1,6.6,2,1,3.6,45.7,1,0,1,8.64
7.3,89.8,1,2.7,1,7.4,2,4.1,7.2,2,1,6.4,32.7,0,1,1,7.96
4.58,50.8,0,3.5,3,6.6,0,5.2,3.3,3,0,3.8,62.0,2,1,1,8.91
5.7,72.7,1,4.2,2,5.6,2,6.7,7.1,0,0,6.9,53.9,0,1,1,7.72
4.74,92.1,2,5.8,3,9.3,0,7.5,3.4,1,2,2.3,65.8,1,0,1,6.65
7.02,57.7,1,2.9,2,9.4,0,2.7,6.9,1,0,4.3,18.0,0,1,1,5.0
6.84,81.2,1,2.6,1,7.5,0,3.7,8.0,3,1,6.5,52.2,1,1,1,7.35
6.39,78.9,2,2.4,1,4.3,0,7.2,6.4,0,1,4.5,78.4,3,1,1,8.58
9.61,100.0,0,5.6,3,2.9,0,6.9,1.1,1,2,1.0,28.4,2,0,1,8.73
7.71,74.8,0,4.3,3,7.2,0,8.6,2.2,1,0,5.7,98.8,0,0,1,10.23
7.94,75.6,1,0.2,3,8.5,0,8.5,6.9,2,2,1.2,68.6,2,1,1,9.0
5.79,90.0,0,0.1,1,1.0,1,10.0,0.9,1,1,6.7,58.5,1,1,1,5.83
5.7,59.4,0,1.9,3,7.9,0,4.8,7.0,0,0,5.5,63.5,0,1,1,6.43
7.05,74.9,0,3.6,2,4.9,0,9.1,7.8,3,0,8.5,44.3,0,1,1,10.05
7.22,71.6,2,3.1,3,1.5,1,3.4,8.1,2,0,9.5,89.7,0,1,1,7.76
4.59,76.1,0,4.0,1,6.5,1,10.0,5.3,0,2,9.3,64.9,1,1,1,6.86
6.77,89.9,3,2.9,3,7.5,0,6.5,6.7,1,1,2.6,62.6,0,1,1,7.18
7.02,85.8,0,5.4,4,4.7,1,6.7,6.2,0,1,2.5,81.4,0,0,1,8.48
6.72,67.5,3,4.4,1,3.2,0,7.8,2.9,0,2,6.9,69.1,3,1,0,7.73
5.94,79.9,0,3.3,3,9.3,0,2.4,7.3,1,4,4.1,47.7,3,0,1,7.19
6.3,98.9,3,5.0,2,4.0,0,3.0,8.6,0,0,5.6,60.6,0,1,1,4.79
6.77,66.4,2,0.6,1,8.1,1,5.8,7.2,2,1,9.1,72.7,0,1,1,6.42
7.12,80.0,0,3.1,1,2.2,1,6.3,4.8,0,0,6.5,62.5,2,1,1,7.39
7.79,75.3,0,3.4,3,6.4,0,10.0,7.3,2,1,6.3,34.4,1,0,1,10.9
8.41,77.1,0,4.2,1,6.4,1,3.3,8.4,0,1,3.6,89.3,5,0,1,6.57
6.62,55.2,0,0.5,1,7.4,1,9.0,8.1,0,2,7.3,64.5,1,1,1,11.38
6.41,97.8,4,2.8,3,8.8,0,4.9,7.9,1,0,0.4,53.4,1,1,0,6.5
7.57,67.2,1,3.8,2,3.7,1,4.9,2.6,3,1,7.8,74.3,1,1,1,9.2
7.79,92.4,0,4.0,3,6.6,1,5.1,6.6,3,0,3.8,51.4,3,0,1,10.68
6.44,69.3,0,5.1,2,2.5,1,4.8,7.1,2,0,2.0,30.6,1,0,1,5.85
8.03,69.2,0,4.4,2,2.5,0,6.6,7.9,0,1,4.6,61.2,0,1,1,8.98
8.27,95.0,0,3.1,3,4.2,1,4.6,6.8,1,0,5.3,74.6,1,1,1,10.21
8.68,91.9,0,4.3,1,6.4,0,2.3,8.9,1,0,3.4,55.8,3,1,1,6.73
9.31,80.9,0,2.9,2,9.2,0,4.9,2.1,3,1,3.2,56.6,2,0,1,10.32
5.87,88.7,2,3.4,2,9.6,1,6.6,6.9,0,0,4.3,57.5,1,1,1,8.53
7.02,74.0,0,4.5,4,4.7,1,2.3,6.8,2,0,5.1,59.1,3,0,1,6.48
7.01,77.9,0,3.1,2,6.2,3,6.8,7.6,1,0,0.6,64.1,1,0,1,9.89
6.87,68.7,0,3.8,4,7.6,1,8.2,8.9,4,3,4.3,77.1,3,1,1,9.3
6.16,90.7,2,4.7,3,7.2,0,8.9,4.0,0,1,3.6,75.9,1,0,0,6.86
5.07,68.3,0,4.3,2,5.1,0,6.3,8.8,4,5,7.7,100.0,0,1,1,9.8
7.12,98.8,0,5.2,2,5.7,0,1.3,7.4,1,1,6.1,96.1,2,0,1,5.64
6.0,73.6,1,6.9,1,5.3,0,7.0,5.4,0,0,9.3,44.0,0,1,1,7.13
7.11,78.3,0,4.3,2,5.0,0,7.7,4.0,1,2,6.2,56.6,2,1,1,9.45
5.97,88.6,1,2.5,1,4.7,2,3.9,6.2,4,2,3.4,75.6,0,1,1,9.81
5.57,78.3,1,4.0,2,5.2,0,5.3,6.4,1,1,6.2,25.3,1,1,0,6.99
7.3,73.8,1,4.0,1,4.6,0,6.6,6.5,2,1,7.3,67.4,2,1,1,7.76
7.2,77.6,0,4.2,4,3.0,0,9.6,4.5,3,1,1.6,44.0,1,1,1,9.68
7.75,90.5,1,5.6,2,7.4,1,4.9,7.0,3,2,3.9,60.1,0,1,1,9.47
9.84,68.7,0,0.5,2,6.6,0,7.5,5.0,4,1,0.0,61.4,3,0,1,9.75
7.36,76.2,0,5.6,2,9.6,0,6.2,8.2,2,1,6.9,25.7,4,0,1,9.0
7.63,78.1,0,6.2,1,6.3,0,6.0,9.2,2,3,5.8,100.0,2,1,1,8.43
5.6,90.1,1,4.1,2,4.6,0,8.6,4.2,1,1,3.9,50.3,1,0,1,7.47
5.33,76.6,1,4.1,3,4.1,2,3.6,5.9,1,1,1.8,89.9,1,0,1,6.24
9.06,100.0,0,2.8,2,5.6,2,6.0,7.7,4,0,4.0,28.4,0,0,1,10.47
5.8,75.8,0,3.2,2,6.7,1,5.6,6.4,2,2,6.2,48.0,1,1,1,8.98
5.64,74.7,1,4.3,3,5.0,1,2.0,3.1,0,0,4.6,76.8,1,1,1,5.65
6.95,75.6,2,4.2,1,2.3,2,8.3,7.5,5,0,5.4,56.0,1,1,1,10.87
6.88,59.6,0,4.4,3,3.9,0,7.4,4.6,4,2,1.3,76.8,1,0,1,10.33
5.83,63.5,0,4.2,1,5.5,0,5.6,6.2,3,2,5.4,73.5,2,1,1,8.43
6.6,70.6,0,4.6,3,7.1,1,4.9,3.8,4,2,2.2,44.2,2,0,1,8.88
8.6,93.9,0,4.5,4,2.2,1,5.5,7.4,1,1,2.6,85.2,1,0,1,9.06
5.95,77.5,0,1.6,3,6.1,0,7.1,5.0,2,0,5.6,72.3,1,1,0,8.02
5.19,71.2,0,4.5,1,6.0,2,5.6,7.6,1,1,4.9,31.8,0,1,1,7.54
8.23,95.2,0,6.2,2,4.5,1,4.0,5.4,3,4,9.0,62.8,1,0,1,9.49
7.64,99.7,1,3.2,3,4.2,0,4.3,4.8,1,1,2.8,73.7,2,1,1,8.32
6.19,95.6,2,5.6,2,3.9,0,5.5,6.6,5,1,1.2,58.7,1,0,1,9.22
4.94,66.1,2,1.7,2,5.8,0,3.4,3.7,1,1,4.6,61.6,2,1,1,4.2
6.03,71.1,2,3.2,2,8.0,1,6.3,9.4,0,1,3.7,70.4,0,1,1,9.37
6.93,100.0,1,2.2,1,8.1,1,3.7,6.2,0,1,10.0,28.0,2,1,1,5.58
8.52,81.4,0,5.4,2,3.0,1,3.3,4.7,0,1,4.0,56.7,0,0,1,7.3
5.65,74.3,0,5.8,1,5.1,0,10.0,5.0,1,0,2.6,53.2,0,1,1,9.3
6.89,88.1,0,3.0,2,0.7,1,10.0,5.8,2,3,5.1,75.8,0,0,1,9.69
7.88,92.1,0,5.1,2,5.7,1,5.8,7.8,4,1,4.6,49.4,1,0,1,10.23
3.9,70.0,1,5.8,1,6.8,0,7.5,4.0,2,0,3.3,99.6,0,1,1,6.62
8.34,81.1,0,3.1,1,9.0,0,7.8,5.1,0,1,6.8,48.9,1,0,1,10.0
5.46,91.0,0,3.4,4,1.6,0,5.3,5.7,3,1,4.3,38.1,2,1,1,6.42
7.43,61.8,0,4.4,2,3.1,0,6.2,8.9,0,2,5.2,85.2,2,0,1,9.3
7.32,78.2,1,1.9,2,5.8,2,4.9,7.8,2,1,4.4,72.5,3,1,1,8.46
8.41,62.4,0,3.4,3,1.9,2,8.4,9.0,2,0,3.2,68.2,0,1,1,10.88
7.72,64.2,0,6.6,2,5.9,1,8.4,5.9,0,3,3.6,55.7,2,0,1,9.79
3.91,70.1,0,2.4,2,6.9,0,9.1,8.7,0,0,2.1,53.4,2,1,1,7.0
5.98,84.7,0,4.6,2,2.7,0,6.1,8.3,1,0,8.4,69.7,0,1,1,8.32
7.18,73.5,0,4.0,1,5.8,0,10.0,7.2,0,0,10.0,49.1,1,1,1,11.69
6.75,68.9,0,2.9,2,2.8,0,5.3,7.4,4,0,2.6,96.1,3,1,0,8.05
7.62,78.7,1,3.6,1,8.5,1,10.0,4.6,1,2,4.6,65.2,1,1,1,10.23
8.03,61.9,0,6.0,4,6.0,0,4.4,9.5,1,1,0.5,55.0,2,0,1,10.03
7.79,84.0,0,4.1,2,4.1,4,2.5,5.3,1,2,7.0,52.2,2,1,1,11.89
6.72,93.8,3,4.3,1,2.8,0,10.0,6.9,0,0,3.7,36.1,2,1,1,8.55
4.6,76.9,1,5.8,2,6.4,0,7.0,7.2,2,3,6.6,74.6,3,0,1,8.04
6.41,75.2,2,2.7,1,8.5,0,6.7,3.1,1,2,7.0,44.6,2,1,1,5.71
7.54,83.2,0,1.5,2,3.8,0,4.7,5.7,1,0,4.6,57.4,2,1,1,6.14
5.58,49.6,2,6.0,3,4.5,0,3.6,6.2,3,1,7.1,100.0,2,1,0,4.6
7.82,85.5,0,3.4,3,3.8,0,3.8,5.6,2,0,3.2,23.9,1,1,1,6.7
8.18,100.0,0,4.6,3,8.9,0,5.8,5.7,1,1,4.0,58.0,1,0,1,9.91
7.16,76.3,0,2.0,2,1.3,1,5.2,8.8,1,0,2.2,32.6,0,1,1,7.29
3.5,76.3,1,3.8,2,8.3,0,1.0,4.1,0,0,0.0,49.3,1,0,0,2.2
5.34,88.4,2,1.4,1,4.7,1,9.4,3.3,3,1,8.4,57.2,1,1,1,9.29
9.45,100.0,0,3.3,2,5.3,0,4.5,4.6,0,3,3.6,33.9,1,0,1,6.48
6.29,91.6,1,2.2,2,4.8,0,8.3,7.3,2,3,7.7,68.2,1,1,1,9.57
4.42,47.8,2,1.8,1,6.0,2,3.9,7.5,1,1,5.2,89.4,1,1,1,4.09
8.61,85.9,0,2.7,1,3.9,4,5.9,7.0,3,0,5.7,66.7,1,1,1,11.23
7.02,100.0,0,0.0,1,7.8,0,7.7,7.6,1,1,6.5,76.8,1,1,1,6.9
8.44,86.7,0,1.3,1,7.9,0,7.4,6.3,0,1,4.8,92.5,2,0,1,7.89
7.36,61.8,0,4.5,1,3.3,0,4.9,4.8,2,0,2.3,72.1,0,0,1,6.95
7.6,81.9,0,3.8,2,7.0,0,6.7,3.9,1,0,3.0,12.9,1,1,1,7.37
7.47,60.1,0,1.5,2,4.7,1,7.1,3.3,1,1,2.8,63.6,2,0,1,8.14
7.91,95.3,0,4.1,2,5.6,0,5.2,5.3,1,3,4.9,10.0,2,1,0,10.54
9.96,64.6,0,1.8,1,8.9,1,2.9,7.4,0,0,8.6,45.6,0,1,1,9.07
8.26,79.0,0,4.4,2,4.0,0,4.1,6.3,4,0,3.3,30.0,1,1,1,6.29
4.95,66.0,0,3.0,3,7.5,0,4.6,5.8,1,0,3.8,65.5,4,0,1,4.04
7.58,70.3,0,2.7,1,6.5,0,5.6,3.7,0,1,6.5,42.1,1,1,1,8.4
8.48,98.8,0,3.1,2,5.1,0,9.2,10.0,3,0,3.2,66.0,2,0,1,10.85
8.56,79.4,0,7.3,2,6.3,0,7.6,4.1,3,2,5.9,75.6,0,0,1,10.95
6.45,70.2,1,2.0,1,6.0,1,3.6,6.0,3,3,8.5,40.8,1,1,1,9.15
8.51,62.0,1,3.6,2,3.0,1,9.7,7.8,4,1,5.9,65.0,3,1,1,11.56
8.21,51.8,0,4.5,2,4.2,0,5.3,5.9,1,0,4.9,7.6,1,1,1,7.83
